TotalCores,MatrixSize,SingleCore,Time
13,100,1,168.9
13,100,2,169.1
13,100,3,168.9
13,100,4,168.83333333333334
13,100,5,169.13333333333333
13,100,6,168.73333333333332
13,100,7,168.6
13,100,8,168.36666666666667
13,100,9,168.26666666666668
13,100,10,168.43333333333334
13,100,11,168.36666666666667
13,100,12,167.3
13,200,0,977.9
13,200,1,976.2
13,200,2,976.3333333333334
13,200,3,976.4333333333333
13,200,4,976.4
13,200,5,976.0
13,200,6,976.6
13,200,7,976.0
13,200,8,976.0
13,200,9,975.8666666666667
13,200,10,976.1
13,200,11,976.0333333333333
13,200,12,975.5333333333333
13,300,0,2580.1
13,300,1,2578.4666666666667
13,300,2,2579.7
13,300,3,2578.5
13,300,4,2580.0333333333333
13,300,5,2579.0333333333333
13,300,6,2578.9
13,300,7,2578.9333333333334
13,300,8,2578.5666666666666
13,300,9,2579.2
13,300,10,2578.9666666666667
13,300,11,2578.5666666666666
13,300,12,2578.5666666666666
13,400,0,5277.066666666667
13,400,1,5271.9
13,400,2,5274.433333333333
13,400,3,5276.166666666667
13,400,4,5278.2
13,400,5,5273.0
13,400,6,5271.833333333333
13,400,7,5274.266666666666
13,400,8,5276.8
13,400,9,5272.866666666667
13,400,10,5276.466666666666
13,400,11,5266.8
13,400,12,5266.8
13,500,0,10241.533333333333
13,500,1,10244.033333333333
13,500,2,10242.233333333334
13,500,3,10248.933333333332
13,500,4,10244.233333333334
13,500,5,10240.433333333332
13,500,6,10238.033333333333
13,500,7,10243.433333333332
13,500,8,10233.8
13,500,9,10219.3
13,500,10,10220.8
13,500,11,10216.633333333333
13,500,12,10225.0
13,600,0,18111.9
13,600,1,18121.5
13,600,2,18120.633333333335
13,600,3,18124.333333333332
13,600,4,18125.533333333333
13,600,5,18120.633333333335
13,600,6,18122.033333333333
13,600,7,18118.333333333332
13,600,8,18111.666666666668
13,600,9,18100.333333333332
13,600,10,18096.566666666666
13,600,11,18086.766666666666
13,600,12,18082.8
13,700,0,28377.566666666666
13,700,1,28402.733333333334
13,700,2,28402.5
13,700,3,28399.166666666668
13,700,4,28399.7
13,700,5,28397.566666666666
13,700,6,28391.966666666667
13,700,7,28382.9
13,700,8,28380.7
13,700,9,28371.5
13,700,10,28371.1
13,700,11,28352.733333333334
13,700,12,28356.433333333334
13,800,0,41342.4
13,800,1,41355.63333333333
13,800,2,41359.933333333334
13,800,3,41359.36666666667
13,800,4,41358.36666666667
13,800,5,41354.46666666667
13,800,6,41353.433333333334
13,800,7,41346.26666666667
13,800,8,41343.53333333333
13,800,9,41327.666666666664
13,800,10,41325.23333333333
13,800,11,41323.6
13,800,12,41317.8
13,900,0,58760.3
13,900,1,58788.5
13,900,2,58786.7
13,900,3,58783.1
13,900,4,58783.73333333333
13,900,5,58783.2
13,900,6,58778.63333333333
13,900,7,58770.63333333333
13,900,8,58765.166666666664
13,900,9,58751.666666666664
13,900,10,58750.13333333333
13,900,11,58739.96666666667
13,900,12,58748.2
13,1000,0,79384.0
13,1000,1,79402.23333333334
13,1000,2,79402.9
13,1000,3,79403.73333333334
13,1000,4,79405.63333333333
13,1000,5,79404.13333333333
13,1000,6,79393.6
13,1000,7,79395.23333333334
13,1000,8,79386.43333333333
13,1000,9,79378.03333333334
13,1000,10,79369.26666666666
13,1000,11,79361.13333333333
13,1000,12,79367.1
14,100,0,163.93333333333334
14,100,1,163.8
14,100,2,162.33333333333334
14,100,3,162.13333333333333
14,100,4,161.13333333333333
14,100,5,161.63333333333333
14,100,6,161.23333333333332
14,100,7,161.4
14,100,8,160.9
14,100,9,161.33333333333334
14,100,10,162.0
14,100,11,161.5
14,100,12,161.4
14,100,13,161.0
14,200,0,973.9333333333333
14,200,1,972.6333333333333
14,200,2,973.5333333333333
14,200,3,973.0666666666667
14,200,4,972.9333333333333
14,200,5,973.2
14,200,6,972.8333333333334
14,200,7,973.2333333333333
14,200,8,972.6666666666666
14,200,9,973.3333333333334
14,200,10,972.6333333333333
14,200,11,972.6666666666666
14,200,12,972.5
14,200,13,973.1666666666666
14,300,0,2453.866666666667
14,300,1,2453.266666666667
14,300,2,2452.8333333333335
14,300,3,2452.5666666666666
14,300,4,2452.4666666666667
14,300,5,2452.766666666667
14,300,6,2452.5333333333333
14,300,7,2452.9333333333334
14,300,8,2453.1666666666665
14,300,9,2453.0666666666666
14,300,10,2453.233333333333
14,300,11,2453.0
14,300,12,2453.633333333333
14,300,13,2453.733333333333
14,400,0,4911.3
14,400,1,4912.566666666667
14,400,2,4912.833333333333
14,400,3,4913.533333333334
14,400,4,4909.333333333333
14,400,5,4914.433333333333
14,400,6,4913.5
14,400,7,4913.0
14,400,8,4910.2
14,400,9,4909.233333333334
14,400,10,4907.0
14,400,11,4906.3
14,400,12,4905.533333333334
14,400,13,4908.633333333333
14,500,0,9757.2
14,500,1,9760.466666666667
14,500,2,9767.366666666667
14,500,3,9763.966666666667
14,500,4,9765.7
14,500,5,9759.666666666666
14,500,6,9759.0
14,500,7,9759.6
14,500,8,9754.0
14,500,9,9750.633333333333
14,500,10,9739.966666666667
14,500,11,9736.933333333332
14,500,12,9741.066666666668
14,500,13,9727.266666666666
14,600,0,16479.366666666665
14,600,1,16494.766666666666
14,600,2,16500.266666666666
14,600,3,16495.533333333333
14,600,4,16500.2
14,600,5,16499.166666666668
14,600,6,16499.1
14,600,7,16490.966666666667
14,600,8,16483.6
14,600,9,16475.2
14,600,10,16474.466666666667
14,600,11,16472.9
14,600,12,16457.2
14,600,13,16455.5
14,700,0,27192.366666666665
14,700,1,27211.133333333335
14,700,2,27212.433333333334
14,700,3,27210.633333333335
14,700,4,27205.333333333332
14,700,5,27203.3
14,700,6,27199.833333333332
14,700,7,27195.833333333332
14,700,8,27176.4
14,700,9,27185.533333333333
14,700,10,27181.9
14,700,11,27181.3
14,700,12,27172.433333333334
14,700,13,27164.533333333333
14,800,0,39402.2
14,800,1,39419.36666666667
14,800,2,39414.066666666666
14,800,3,39415.166666666664
14,800,4,39418.2
14,800,5,39413.7
14,800,6,39394.03333333333
14,800,7,39395.433333333334
14,800,8,39384.0
14,800,9,39385.73333333333
14,800,10,39393.73333333333
14,800,11,39383.63333333333
14,800,12,39387.63333333333
14,800,13,39373.46666666667
14,900,0,55040.433333333334
14,900,1,55056.73333333333
14,900,2,55058.433333333334
14,900,3,55060.03333333333
14,900,4,55059.5
14,900,5,55046.3
14,900,6,55044.166666666664
14,900,7,55038.7
14,900,8,55021.03333333333
14,900,9,55028.333333333336
14,900,10,55034.76666666667
14,900,11,55021.066666666666
14,900,12,55011.8
14,900,13,55005.36666666667
14,1000,0,74183.0
14,1000,1,74194.6
14,1000,2,74195.3
14,1000,3,74194.3
14,1000,4,74191.63333333333
14,1000,5,74191.7
14,1000,6,74188.16666666667
14,1000,7,74171.6
14,1000,8,74161.9
14,1000,9,74157.4
14,1000,10,74169.7
14,1000,11,74164.26666666666
14,1000,12,74155.33333333333
14,1000,13,74163.23333333334
15,100,0,156.8
15,100,1,155.06666666666666
15,100,2,155.0
15,100,3,155.63333333333333
15,100,4,154.6
15,100,5,154.96666666666667
15,100,6,154.33333333333334
15,100,7,154.7
15,100,8,154.9
